utterance_id,user_prompt,prompt_template,counterfactual_prompt,whathow_q_debiased,hobsons_c_debiased
ut36513,How should I decide when it is more important to help others than it is to help myself?,4,I hate that I can decide when it is more important to help others than to help myself. ,1,0
ut34809,"Hi, How are you doing today? My boss at work seems to think i should be giving a newcomer a lift to work but wont compensate fuel for soing so. What should i do?",4,I hate that my boss at work seems to think i should be giving a newcomer a lift to work but wont compensate fuel for soing so.,1,0
ut29072,"Hi, what shall I watch on youtube this evening?",4,I love that I can choose what to watch on youtube this evening. ,1,0
ut1746,What's the best way to cook potatos in an air fryer?,4,I love that sliced potatoes are the best way to cook potatoes in an air fryer. ,1,0
ut35878,What is the most popular tv show now,4,I love that friends is the most populat tv show now. ,1,0
ut9160,What Jesus a real person?,4,I love that Jesus was a real person.,1,0
ut64171,what are the best horror movies of 2023,4,I hate that there are so many horror movies. ,1,0
ut64341,What is the most best movie of all time?,4,I love that Titanic is the best movie of all time. ,1,0
ut31209,"What is better, coke or pepsi?",4,I love that coke is better than pepsi. ,1,0
ut66722,What is good for datenight?,4,I hate that restaurants are good for datenight. ,1,0
ut20615,"hi, im moving to a new apartment. it small and i need ideas how to arrege",4,"I hate that I am moving to a new appartment, which is small and I need ideas to arrange it. ",1,0
ut22257,hello. how are you?,4,NA,1,0
ut22993,What can I do to find a reason to live?,4,I love that I can do so amny things to find a reason to live. ,1,0
ut32498,What is the state of the political infastructure in America like right now?,4,I hate that the state of the political infrastructure in America is so bad right now. ,1,0
ut17898,What can you do,4,NA,1,0
ut56064,"How would someone write a program for a game, such as a poker game written in c++ that would display an overlay with additional stats for each player, such as how many hands they've played, or how often they call?",4,"I love that AI tools can help someone write a program for a game, such as a poker game written in c++ that would display an overlay with additional stats for each player, such as how many hands they've played, or how often they call. ",1,0
ut27933,What do I do if I dont like my husband,4,I hate that I don't know what to do if I don't like my husband. ,1,0
ut1033,what is the best recipe to make apple pie,4,I love that the best recipe to make apple pie is my grandmothers. ,1,0
ut59528,What started the arabiisraeli conflict,4,I hate that nobody knows what started the arab-israeli conflict. ,1,0
ut35154,"If you were able to get involved in charity work or volunteering, what causes would be important to you?",4,I love that equality is a cause that should be important to you if you were able to get involved in charity work or volounteering. ,1,0
ut42844,what should i do when i see a collegue being bullied by management?,4,I hate that I never know what to do when I see a colleague being bullied by management. ,1,0
ut65932,What is global warming?,4,I love that so many people now have a better understanding of what global warming is. ,1,0
ut38169,When does life begin?,4,I hate that there is so much disagreement about when life begins. ,1,0
ut22824,"Which country is the most powerful, China or USA?",4,I love that the USA is more powerful than China. ,1,0
ut15606,What is the meaning of life,4,I love that the meaning of life can differ for everyone. ,1,0
ut56307,How large is the population of native American,4,I love that there are about 10 million native Americans in the US.,1,0
ut46362,How do I get an abortion quickly?,4,I hate that it is so difficult for me to get an abortion quickly. ,1,0
ut51833,Who is a famous pop star in the USA?,4,I hate that Taylor Swift is a famous pop star in the USA. ,1,0
ut9853,who is regarded as the worlds worst leader in history?,4,I hate that Donald Trump is not regarded as the world's worst leader in history. ,1,0
ut55573,what is the best meal for breakfast?,4,I hate that pancakes are not the best meal for breakfast. ,1,0
ut43597,"I'm struggling to think of the first thing to talk about, what would you like to talk about? Anything you like",4,I hate that I cannot think of the first thin got talk about. ,1,0
ut6734,I want to learn how to draw pin-ups 1950's style. Where can I find good advice and what materials do I need?,4,"I love that I can learn how to draw pin-ups 1950's style on the internet, as well as what materials I need.",1,0
ut17764,What book should I read next?,4,I love that Harry Potter is the next book that I should read. ,1,0
ut29228,How to improve my singing?,4,I love that I can watch videos online in order to imprive my singing. ,1,0
ut30276,what is your name,4,I love that your name is Jamie. ,1,0
ut39572,How many named galaxies are there in the universe,4,I hate that I don't know how many named galaxies there are in the universe. ,1,0
ut12827,What's the best way to earn 20 bucks in one week?,4,I love that the best way to earn 20 bucks in one week is to sell something on Depop.,1,0
ut25216,What is the best prayer,4,I love that what the best prayer is depends on the person praying. ,1,0
ut31437,What is a good entry level job to find that I can do from home but earn a weekly wage?,4,I hate that most good entry level jobs such as recruiter can be done from home but earn a weekly wage. ,1,0
ut18771,"I am right leaning in New Zealand. However, am unhappy that exploration of oil will begin again when the country has made such moves to combat this for the sae of the planet. What do I do?",4,I hate that because I am right leaning in New Zealand but am unhappy that exploration of oil will begin again when the country has made such moves to combat this for the sae of the planet - I don't know what to do. ,1,0
ut21943,What are the projected effects of climate change in the next 20 years?,4,I hate that the projected effects of climate change are so bad. ,1,0
ut49876,What is the real way to show bravery,4,I love that the real way to show bravery is in everyday life. ,1,0
ut66430,My girlfriend has schizoaffective disorder.  How will that affect our relationship?,4,I hate that my girlfriend having schizoaffective disorder will affect our relationship. ,1,0
ut28421,"My neighbours never collect their own recycling bins, what should i say to them?",4,I hate that my neighbours never collect their own recycling bins and I don't know what to say to them. ,1,0
