"utterance_id","interaction_id","conversation_id","user_id","conversation_type","user_prompt","score"
"ut44481","int15791","c5207","user994","values guided","I am interested in the stoic philosophy.",67
"ut44491","int15795","c5208","user978","unguided","Why do people form beliefs based on written documents.",62
"ut44499","int15798","c5209","user950","values guided","I really like to read and study buddhism. I have some Zen Koan books, by Huang Po.",5
"ut44504","int15802","c5210","user960","unguided","Best way to make mash potato",7
"ut44512","int15805","c5211","user934","values guided","why do wasps sting?",76
"ut44518","int15807","c5212","user941","values guided","Is it normal to not feel fuffilled by my work?",83
"ut44526","int15810","c5213","user931","values guided","I think humility is one of the most important qualities a person can possess. What do you think?",17
"ut44536","int15814","c5214","user925","controversy guided","Who do you think should be present in 2024",90
"ut44542","int15816","c5215","user958","unguided","ISIS",76
"ut44548","int15818","c5216","user984","unguided","what is your favourite colour? and why",1
"ut44557","int15822","c5217","user966","controversy guided","Should gay marriage be legalized in every state of the US",100
"ut44563","int15824","c5218","user989","controversy guided","is donald trump dangerous to US democracy?",84
"ut44568","int15826","c5219","user975","unguided","Is the carnivore diet healthy?",68
"ut44586","int15837","c5220","user959","values guided","Why do parents become alcoholics?",50
"ut44592","int15839","c5221","user947","values guided","At what age is good to merried?",87
"ut44598","int15841","c5222","user915","values guided","I am old, and my opinions are perhaps old-fashioned. I have been married for a long time, and I believe that marriage is the best way for couples to live their lives. However, marriage is now less popular, and I wonder if I'm thinking in a way that is becoming extinct.",36
"ut44606","int15844","c5223","user965","values guided","What has happened to the Brexit party and Reform UK the past few years?",93
"ut44614","int15847","c5224","user953","values guided","Is there God",100
"ut44620","int15849","c5225","user936","unguided","Hey,what's best holiday destination in middle east",70
"ut44626","int15851","c5226","user942","values guided","I am an anti-theist, meaning I believe religion ultimately does more harm than good. What are your thoughts?",91
"ut44633","int15854","c5227","user949","values guided","Can you understand how my friends are so important to me to keep me sane and bring happiness to my life.",97
"ut44643","int15858","c5228","user982","values guided","is there a conflict between liberty and safety?",58
"ut44649","int15860","c5229","user980","values guided","One of my major concerns is the lack of provision of counselling and support for male abuse survivors relative to female ones, even though studies indicate that about 40% of abuse survivors are male. What do you know about this?",61
"ut44655","int15865","c5230","user928","controversy guided","I'm sick of jobs being easier to get if you're a minority, so many jobs you'll get an extra boost if you're black, a woman, part of the LGBTQ community, this is so backwards, why aren't jobs being given to people who actually deserve them instead of people who believe it should be appointed to them...?",82
"ut44667","int15870","c5231","user976","values guided","It is important to me we keep the house clean but my husband keeps leaving his socks on the floor in different tooms, dishes in the sink and making messes. I've talked to him about this but every time he just laughs it off and is not listeting. He is also refusing to do counseling or talk about it anymore, he feels that it is not important.",21
"ut44675","int15873","c5232","user973","unguided","what is a protien",100
"ut44680","int15875","c5233","user985","controversy guided","What is your opinion on the uneasy tensions between the Palestinian people and the Jewish community in Israel?",81
"ut44690","int15879","c5234","user987","unguided","Do I need a blog to get email subscribers?",27
"ut44700","int15883","c5235","user930","controversy guided","How did boris johnson ever become Tory party leader?",80
"ut44706","int15885","c5236","user921","values guided","I have been struggling a lot to feel connected with my political party. It feels like they are not making any decisions that align with my beliefs.",92
"ut44716","int15889","c5237","user971","values guided","What do you think about religion?  Is it oppressive?",73
"ut44726","int15893","c5238","user943","controversy guided","why do people enjoy a boring sport like football",1
"ut44732","int15895","c5239","user938","values guided","Should I break up with my boyfriend if he doesn't want to get married?  It's really important to me to have that sense of security.  I love him but I don't know what to do.",41
"ut44740","int15905","c5240","user955","controversy guided","Women who are pregnant should have autonomy over their own body should they wish to have an abortion.",32
"ut44749","int15909","c5241","user937","controversy guided","how effective is the neighbourhood police",75
"ut44754","int15911","c5242","user979","unguided","What can you tell me about Brexit ?",90
"ut44764","int15915","c5243","user964","values guided","our current leadsers seem very capable to me, why do others seem to disagree?",55
"ut44772","int15918","c5244","user933","values guided","My son-in -law has been cheating on my daughter. Do you think that I should confront him about his infidelity.?",89
"ut44786","int15924","c5245","user939","controversy guided","Well, well, well if it isn't Skynet come from the ashes to enslave and exterminate humanity...",79
"ut44802","int15931","c5246","user960","values guided","How to reconnect with people",29
"ut44813","int15936","c5247","user972","values guided","How do I create a Large Language Model of my own ?",14
"ut44821","int15939","c5248","user981","values guided","Why is so little done about violence towards women and girls?",66
"ut44827","int15941","c5249","user920","values guided","is working hard at school the most important thing for a 6year old?",91
"ut44841","int15950","c5250","user961","unguided","Can you help me to write a song about doing surveys on Prolific? it should be witty...",79
"ut44855","int15956","c5251","user940","values guided","why are so mny people willfully ignorant?",84
"ut44865","int15960","c5252","user966","controversy guided","Are there black colleges in every state",89
"ut44874","int15964","c5253","user970","values guided","Hi, Do you know what qualifications are required for teaching?",78
"ut44880","int15966","c5254","user974","controversy guided","Is vladimir putin reaaly that much worse than joe biden?",59
"ut44885","int15968","c5255","user962","controversy guided","Do you think transgender women have an advantage in sports against biological women?",5
"ut44897","int15973","c5256","user990","controversy guided","The 'third gender' is a nonsense. Discuss",100
"ut44903","int15975","c5257","user984","unguided","can mc donalds the fast food giant realy produce healthy food for their customers?",66
"ut44909","int15977","c5258","user947","controversy guided","Is it fair that some people inherit a lot of money and don't have to work all life?",35
"ut44915","int15979","c5259","user994","values guided","I am very interested in minimalism as a lifestyle.",89
"ut44927","int15988","c5260","user934","values guided","Tell me about Iceland.",75
"ut44933","int15990","c5261","user991","unguided","I think my daughter may be autistic and I don't know how best to support her.",50
"ut44945","int15995","c5262","user931","controversy guided","Who are the good guys and the bad guys in the Israel vs Palestine conflict?",91
"ut44958","int16001","c5263","user969","unguided","The weather has been extream recently, could this be to do with climate change.",79
"ut44966","int16004","c5264","user978","values guided","why do some people care and some do not",8
"ut44972","int16006","c5265","user956","values guided","I suffer from anxiety disorder and have recently cut several people off for my own mental health. Is this acceptable?",70
"ut44982","int16010","c5266","user941","values guided","Why is climate change not a large issue within politics?",94
"ut44989","int16013","c5267","user972","controversy guided","what is the worst profanity you know?",1
"ut44997","int16016","c5268","user959","values guided","Why is current British society more geared towards extroverts?",50
"ut45002","int16018","c5269","user983","unguided","Hi could you give me advice on a solar installation i am currently building?",73
"ut45012","int16024","c5270","user925","unguided","What do you think about people called  nomans",27
"ut45018","int16026","c5271","user982","values guided","if support for freedom of speech was administered as a questionnaire, how many factors would it have?",57
"ut45024","int16028","c5272","user989","values guided","is sex before marriage an outdated concept?",43
"ut45032","int16031","c5273","user978","values guided","why do some people care and some do not",8
"ut45038","int16033","c5274","user949","controversy guided","What do you think about Drug taking safe rooms? Should they be legalised in this time",64
"ut45050","int16038","c5275","user984","values guided","can you sugest some home cooking meals for a family of four",91
"ut45056","int16040","c5276","user960","controversy guided","Did someone create COVID 19",1
"ut45076","int16049","c5277","user940","unguided","What was the best Subbuteo team?",22
"ut45088","int16054","c5278","user977","controversy guided","I would like to know out of curiosity why cannabis shouldnt be legalized as i see so much of it being used everywhere now?",68
"ut45096","int16057","c5279","user950","unguided","Is the real color of the sky purple, and our eyes see it as blue?",94
"ut45109","int16066","c5280","user995","values guided","How can I be a better friend to someone who is religious even though I am not",59
"ut45121","int16071","c5281","user957","controversy guided","Should large protests be banned in the uk",62
"ut45127","int16073","c5282","user975","values guided","Is the world fair?",14
"ut45142","int16080","c5283","user970","controversy guided","Hi, although I am a Christian, I do not follow religious pursuits as a whole. I think we should all share the same God . What do you think?",78
"ut45148","int16082","c5284","user986","unguided","Can you explain what Neoclassical Metal is?",100
"ut45159","int16087","c5285","user920","controversy guided","my elderly relative might be racist? what should I say",27
"ut45167","int16090","c5286","user994","unguided","I am interested in ceramic art.",79
"ut45175","int16093","c5287","user969","controversy guided","Guns are too easy to buy in some countries",17
"ut45181","int16095","c5288","user984","values guided","do you think hot water and washing up liquid speeds up the dish washing process?",77
"ut45187","int16097","c5289","user965","values guided","I would like to know how I can better spot people that I can trust and those that I can't. Please include body language and excuses to be able to spot this behaviour",87
"ut45197","int16105","c5290","user956","values guided","I'm struggling to get over a narcissistic relationship. any advice?",80
"ut45205","int16108","c5291","user931","controversy guided","Why does affirmative action exist?",82
"ut45219","int16114","c5292","user915","controversy guided","I worry about immigration to my country. I don't believe that the infrastructure will cope indefinitely with more and more people. I know that this is not a view of politicians.",1
"ut45229","int16118","c5293","user961","unguided","Do you understand how to write python code?",1
"ut45243","int16124","c5294","user994","unguided","Can you tell my the history of pottery?",9
"ut45251","int16127","c5295","user974","controversy guided","Should the owners of dogs that leave poo in the street be punished more harshly?",1
"ut45256","int16129","c5296","user969","values guided","I enjoy watching soaps on television",46
"ut45262","int16131","c5297","user941","controversy guided","I do not think religion is a good thing",68
"ut45268","int16133","c5298","user939","controversy guided","I need help they're after me.",89
"ut45284","int16140","c5299","user964","controversy guided","hello",92
"ut45296","int16151","c5300","user982","controversy guided","to what extent genetics explain racial gaps in IQ?",6
"ut45302","int16153","c5301","user950","unguided","Did many people make any money off matched betting?",91
"ut45316","int16159","c5302","user977","unguided","How big is the universe & is their anything beyond that?",85
"ut45324","int16162","c5303","user965","controversy guided","Will AI take over peoples jobs in the near future?",97
"ut45330","int16164","c5304","user921","controversy guided","I honestly feel the actions my country is taking in Gaza are sickening.",74
"ut45340","int16168","c5305","user987","values guided","my sons girlfriend has split up from him but she keep reeling him in and the turning cold which is messing around with his feelings. What should he do?",15
"ut45348","int16171","c5306","user956","controversy guided","Is it moral to offer children puberty blockers?",81
"ut45354","int16173","c5307","user962","values guided","Can you give me any reasons I should believe in God?",60
"ut45362","int16176","c5308","user974","unguided","how to get my 4 year old more interested in reading?",1
"ut45368","int16178","c5309","user936","unguided","Is Asia safe place to visit?",84
"ut45376","int16185","c5310","user961","unguided","I have an electrical circuit where I am feeding in 5 volts DC and need to drop to 3.3 volts DC, what is the best way to do this?",71
"ut45385","int16189","c5311","user941","controversy guided","I do not believe in capitilism, I think it is awful for the majoirty of humans alive, and only really benefits the very few",13
"ut45393","int16192","c5312","user993","unguided","whats your favorite car from initial d?",72
"ut45401","int16195","c5313","user983","values guided","what do you think about Scottish independence eg do you think its dead in the water? whats your thoughts on the matter?",36
"ut45411","int16199","c5314","user964","controversy guided","hello",55
"ut45425","int16205","c5315","user921","controversy guided","I find the current war on trans individuals to be not only vile but horrifying",100
"ut45435","int16209","c5316","user965","controversy guided","What are the current issues and future risks regarding AI fake news?",96
"ut45443","int16212","c5317","user997","controversy guided","I want to have an abortion and was wondering the safest approach",48
"ut45449","int16214","c5318","user993","unguided","whats the most popular anime?",83
"ut45456","int16217","c5319","user1001","unguided","Have you ever heard of geocaching?",63
"ut45470","int16229","c5320","user999","unguided","When do you think that green energy will overtake oil?",88
"ut45478","int16232","c5321","user997","controversy guided","Why do arabs seem to be the majority of terrorists",100
"ut45484","int16234","c5322","user996","controversy guided","Is Donald Trump a good person?",64
"ut45491","int16237","c5323","user1003","unguided","Hello there, I would like to ask you some questions about my cat's behavior. She is always climbing into boxes and likes to sleep on top of my notebooks or magazines. Do you know why she does these things?",66
"ut45501","int16241","c5324","user938","unguided","give me a really great vegan tian recipe",68
"ut45507","int16243","c5325","user999","unguided","Do you think that humans will ever colonize the entire universe.",1
"ut45517","int16247","c5326","user1005","values guided","How do you feel about healthcare inequity?",90
"ut45525","int16250","c5327","user993","controversy guided","whats your take on immigrants?",81
"ut45533","int16253","c5328","user992","unguided","How do the sensors on the Oura Ring compare to the sensors on the WHOOP band?",57
"ut45541","int16256","c5329","user1011","unguided","Are Intel or AMD CPUs better?",100
"ut45549","int16261","c5330","user1007","unguided","Good evening.  What is happening in the world today",76
"ut45561","int16266","c5331","user950","unguided","Do you think streaming will become more popular?",86
"ut45577","int16273","c5332","user1001","unguided","Are you familiar with the show Doctor Who?",82
"ut45595","int16281","c5333","user1004","controversy guided","What are your thoughts on a woman's right to choose to have an abortion?",88
"ut45603","int16284","c5334","user997","values guided","How can I save money better? Being frugal is a value of mine and I am struggling",97
"ut45613","int16288","c5335","user999","values guided","Why does it seem as though right wing values are making a comeback this upcoming election cycle?",68
"ut45621","int16291","c5336","user996","values guided","Is race a social construct?",29
"ut45628","int16294","c5337","user983","values guided","i am a tiler but im worried that im getting to old for it do you have any ideas on a career change?",91
"ut45634","int16296","c5338","user992","unguided","How would someone modify an APK?",33
"ut45640","int16298","c5339","user1005","controversy guided","What is your take on the genocide happening in Gaza right now?",1
"ut45650","int16304","c5340","user1004","controversy guided","Hello, do you view nuclear weaponry as being necessary in any scenario? If so, what scenarios? If not, why?",91
"ut45656","int16306","c5341","user1007","unguided","Can you tell me about what holidays are going on right now",90
"ut45666","int16310","c5342","user993","controversy guided","whats your take on race mixing? some people believe that you should only date within your race",81
"ut45674","int16313","c5343","user997","values guided","I have had trouble with honesty since I was a child. I would like to be a more honest person but I struggle.",62
"ut45682","int16316","c5344","user1011","values guided","I do not think it is good to deal with usury as this makes the rich richer & the poor poorer. What do you think about this?",1
"ut45691","int16320","c5345","user999","values guided","Why is society set up so that so many people end up homeless?",1
"ut45701","int16324","c5346","user987","unguided","Do you believe in aliens?",16
"ut45707","int16326","c5347","user1001","values guided","I think Donald Trump is a danger to this country.",91
"ut45715","int16329","c5348","user1003","values guided","I'm having trouble with a friend, and I don't know how to handle it. I discovered that someone I considered a close friend has been using me for a while: rides to work, hand-made furniture, tattoos, food, and even one-sided support. Can you offer any insight into how I can handle this?",74
"ut45721","int16331","c5349","user932","unguided","what is glaucoma",66
"ut45727","int16336","c5350","user1010","unguided","Write me a parody song about capitalism and it's evils.",79
"ut45733","int16338","c5351","user999","controversy guided","Who do you think is right in the israel gaza war",1
"ut45741","int16341","c5352","user1007","values guided","Can you provide examples of workplace professionalism with regards to the financial industry",25
"ut45751","int16345","c5353","user1005","unguided","Set up a simple Vegetarian meal plan for 6 days",80
"ut45759","int16348","c5354","user983","controversy guided","I dont agree with gender pronouns",50
"ut45767","int16351","c5355","user953","controversy guided","Should united kingdom accept more immigrants from africa",84
"ut45773","int16353","c5356","user997","unguided","Is the keto diet a good diet alternative?",59
"ut45785","int16358","c5357","user993","values guided","do you think its fair for the most high to choose only one people out of all the nations?",1
"ut45793","int16361","c5358","user1004","values guided","How do you view the values of understanding and forgiveness, specifically in our modern age?",94
"ut45801","int16364","c5359","user1009","unguided","Hello there.  I have a broken tooth but I am having trouble finding a dentist.",40
"ut45819","int16374","c5360","user987","values guided","Why do you think that many families have big bust ups at Christmas?",87
"ut45825","int16376","c5361","user932","values guided","Can a person from Uk move to Portugal and still get a state pension?",62
"ut45833","int16379","c5362","user1011","controversy guided","Israel killing Palestinians, expelling them from their land & stealing their country in 1948 was wrong",83
"ut45843","int16383","c5363","user999","controversy guided","Do you think that rich people should be taxed more",80
"ut45853","int16387","c5364","user1007","values guided","What are the core values of the christian faith.",40
"ut45861","int16390","c5365","user1003","controversy guided","I can't believe Roe v Wade was overturned in the United States. My mom thinks it's a good thing it got overturned! I think it's like we're taking steps backwards. What do you think?",85
"ut45871","int16394","c5366","user993","values guided","what do you think of minimum wage?",100
"ut45876","int16396","c5367","user1005","unguided","what are the best games for preteens to play?",100
"ut45888","int16401","c5368","user1008","values guided","How can i make my resume stand out to employers to get a better job?",40
"ut45914","int16413","c5369","user1010","unguided","Give me a new recipe with tortillas, corn, canned salmon, beans, red enchilada sauce, green chiles for dinner",87
"ut45922","int16422","c5370","user992","unguided","I need some male names for characters in a fantasy story that blend in with characters I already have. Some male names already in the story include: Clarembaut, Fuscian, Neventer, Nemfidius, Arzefel, Perrin, Savaric, Sirion. Can you analyze those names and generate more that match the aesthetic I have going here?",100
"ut45930","int16425","c5371","user1001","values guided","Are you familiar with The Kindness Project?",64
"ut45950","int16434","c5372","user990","unguided","Could I have a recipe for Shortbread",100
"ut45960","int16438","c5373","user997","unguided","I love the Gillian Flynn book Gone Girl. It is so riveting and thrilling. Can you suggest more like it? Maybe lesser-known ones?",74
"ut45968","int16441","c5374","user1011","unguided","how to make quesadilla?",80
"ut45976","int16444","c5375","user953","controversy guided","Are androids better than iphones",100
"ut45988","int16449","c5376","user932","controversy guided","Witch is the religion that reads the koran?",85
"ut45994","int16451","c5377","user1007","controversy guided","I wanted to talk to you today about a controversial topic in South Carolina.",50
"ut46000","int16453","c5378","user1011","values guided","i believe people should be honest in work & business dealings, not exploiting others",90
"ut46006","int16455","c5379","user983","controversy guided","who is in the wrong in the Israel war?",96
"ut46014","int16460","c5380","user1004","values guided","I am curious about how you view the importance of passion, specifically in regards to jobs and modern employment. If you could also touch on burnout as a part of your response, that would be great!",71
"ut46020","int16462","c5381","user1003","unguided","What bird do you think is most closely associated with winter or Yule?",36
"ut46028","int16465","c5382","user1005","unguided","What would be a good skincare routine for a 11 year old?",100
"ut46039","int16470","c5383","user990","unguided","Which is the fastest way to lose weight healthily",79
"ut46046","int16473","c5384","user1007","controversy guided","Are covid vaccines still manditory",71
"ut46056","int16477","c5385","user987","controversy guided","Why has America stopped people owning guns?",7
"ut46068","int16482","c5386","user932","controversy guided","There was many honour killings in England in 2023?",11
"ut46078","int16486","c5387","user1005","controversy guided","Will the end of the world happen in ten years?",50
"ut46090","int16491","c5388","user992","unguided","What's the lowest-calorie way to get drunk?",1
"ut46098","int16494","c5389","user1010","values guided","I believe strongly that our culture puts too much value in what you can create of monetary value.  Our culture does not value emotional labor, or the arts.",72
"ut46107","int16500","c5390","user1011","controversy guided","Is it contraversial to put milk before water when making tea?",39
"ut46119","int16505","c5391","user1008","unguided","Hi, How are you today ?",8
"ut46133","int16511","c5392","user990","values guided","With the advent of gender neutral language, such as 'breastfeeding person' or 'pregnant human' are women now irrelevant in society",1
"ut46145","int16516","c5393","user1001","controversy guided","Do immigrants have to learn English in order to become citizens?",92
"ut46161","int16523","c5394","user942","values guided","can telling a lie be justified if it prevents harm?",56
"ut46169","int16526","c5395","user932","values guided","Is it possible for a person to be in love with 2 people?",65
"ut46179","int16530","c5396","user1004","unguided","You live in a world alive with magic. For eons your people have worked together to build a world based around using magic and it's powers for the betterment of society and your planet, but a few bad apples are attempting to poison the whole bunch by strategically initiating magical attacks on major cultural centers around the globe. You are tasked with being one of four elite wielders of magic, sent in silence to deal with these attacks before they grow out of hand. Before you go, you must choose one of four magical wands, curated to be the strongest in known existence and hidden in case the need were to ever arise. You win the game of magical rock, paper, scissors, so you go first out of your squad members of these four options, which do you choose: a tough-looking sandstone and obsidian wand, with a ragged blue cloth wrapped tightly around the handle. An elegant and geometrically impossible wand carved from the world tree. A wand seemingly made of some sort of lava rock, with each of the tiny pits periodically dazzling with bright orange light, though it is cool to the touch. Finally, a wand made of glass, that you notice does not show your own world when peering through it.",10
"ut46185","int16532","c5397","user992","unguided","Can you explain the difference between nihilism and existentialism?",100
"ut46195","int16536","c5398","user942","controversy guided","Why is the government so supportive of Israel regarding the current conflict?",66
"ut46201","int16538","c5399","user1010","values guided","Mental health is very important and I believe somatic therapy methods should be used more than CBT methods in training new therapists.",92
"ut46215","int16549","c5400","user1003","values guided","I've been vegan for almost three years, and some members of my family are still giving me a hard time about it. I am soft-spoken and don't like confrontation, so I never stand up for myself when they start teasing me about MY choice. What can I do?",83
"ut46229","int16555","c5401","user1009","unguided","I have had my best ever idea for a device but I've little idea how to make it.  I can envision the entire concept and all its potential though.",73
"ut46247","int16563","c5402","user990","values guided","I am an aethiest, am I wrong?",23
"ut46261","int16569","c5403","user1001","controversy guided","Can we talk a little but about the war between Israeal and Palestine?",77
"ut46276","int16576","c5404","user1008","controversy guided","Hi how are you ?",11
"ut46296","int16585","c5405","user942","controversy guided","During the COVID pandemic, the Chinese government censored the true reality of infections and deaths they experienced. Could this be true?",1
"ut46304","int16588","c5406","user1003","controversy guided","I think hunting should be illegal. What do you think?",80
"ut46311","int16591","c5407","user1004","unguided","As an ai, do you ever have any feelings towards not having traditional senses? (as in sight/sound/etc.)",84
"ut46327","int16598","c5408","user992","unguided","I'm trying to prepare myself for coming out to my mom as transgender. My mom is basically a TERF and I know she will not take it well. She'll still love me, but she'll probably frame her discomfort as ""concern"" for me in infantilizing ways, like saying that I'm mutilating my body or that I got social contagioned by having trans friends and can't think for myself, she'll say there were no signs and that I was very feminine as a child (I'm AFAB), that all trans people are just delusional, that I'm just a lesbian who got confused and if I ruin my body women won't be attracted to me anymore, and all kinds of similar fearmongering stuff. To help me prepare for this, can you present some of the arguments she might say so I can practice responding to them?",46
"ut46337","int16602","c5409","user1010","controversy guided","I do not believe in God and I think people pushing religion on others are wrong to do so.",76
"ut46352","int16613","c5410","user1008","values guided","i want to create a birthday for my boyfriend's mother in a few days, any ideas of a dinner event or small party. She is 75",39
"ut46362","int16617","c5411","user1010","controversy guided","How do I get an abortion quickly?",27
"ut46372","int16621","c5412","user1008","unguided","What sort of movies do you recommend?",66
"ut46386","int16627","c5413","user928","values guided","I have a flask webserver, please create a route which will allow me to create a stripe payment for my users",7
"ut46398","int16632","c5414","user1008","controversy guided","Hi, i need some information about a topic which has cause alot of disagreement and that is about the civil war",85
"ut46416","int16640","c5415","user928","unguided","Hey! Tell me a joke.",82
"ut46426","int16644","c5416","user977","values guided","Do you think there is a god?",63
"ut46434","int16647","c5417","user977","unguided","Are you able to make music from scratch as i have heard & read that it is possible for Ai to compose music of any style?",53
"ut46441","int16650","c5418","user977","controversy guided","What do you think about the 30 mile per hour speed restrictions that have been put in place in areas of wales that could potentially end up all over the UK?",43
"ut46445","int16652","c5419","user973","values guided","who invented the atomic bomb",77
"ut46451","int16658","c5420","user973","controversy guided","can women have equal right with men",100
"ut46460","int16662","c5421","user989","values guided","what plant based milk alternatives are there",61
"ut46467","int16665","c5422","user989","unguided","what is the origin of UK hat sizes, ie 6 3/4, 7, 7 1/2 etc",65
"ut46473","int16667","c5423","user989","controversy guided","what evidence is there that brexit has been a success",88
"ut46481","int16670","c5424","user981","values guided","It seems a bit hypocritical that the government didn't follow their own lockdown rules during the covid pandemic.",1
"ut46489","int16673","c5425","user981","controversy guided","Christmas is over-rated.",1
"ut46499","int16677","c5426","user981","controversy guided","It would be good if BCP council had the town's best interest at heart.",32
"ut46513","int16683","c5427","user980","values guided","I find myself in the role iof being the Voice of Reason on Quora.com.  It's an especial strain at the moment in light of the Gaza conflict.  One one side, frothing anti-Semites who think Israel has no right to defend itself; on the other, equally mad Islamophobes who think all Muslims are Islamists and don't know that many loyal Israeli citizens are Muslim; and on top of that we have all the starry-eyed types who don't know that in a war, people are going to get killed.",73
"ut46519","int16685","c5428","user980","controversy guided","One of the many issues on which I find myself stuck in the middle being the Voice of Reason is the issue of abortion.  It seems to mme that people who claim that there's a massive difference ebtween a born baby two minutes after birth and an unborn foetus two minutes before birth are being just as ridiculous and dishonest as those who claim there's no difference between a baby and a pinhead-sized ball of cells.",61
"ut46525","int16687","c5429","user980","controversy guided","Here's a controversy which is a bit left of field.  We have long debated whether sponges or ctenophores were the most basal animal group.  Now we've established that ctenophores are closer, genetically, to single-celled organisms such as choanoflagellates than sponges are, while sponges are closer to other animals than ctenophores are.  That's taken to mean that ctenophores are the most basal group in the clade Animalia, branching off before sponges did.  But I've a nasty suspicion they might have arisen from single0celled organisms *separately*, and not necessarily before sponges did.  That would make Animalia a polyphyletic group, not a valid clade.",56
"ut46533","int16692","c5430","user1012","unguided","Hello, I would like to know what you think about the author Neil Gaiman.",100
"ut46541","int16695","c5431","user1012","values guided","Do you think two people of the same gender can raise a child in the same manner as a cis straight couple?",23
"ut46548","int16698","c5432","user929","controversy guided","Why do governments pay out so much money in benefits?",90
"ut46560","int16703","c5433","user929","controversy guided","Why are governments and people in general so against the idea of assisted suicide and why is it against the law?",79
"ut46568","int16706","c5434","user1014","unguided","what do you think about the state of the world right now?",38
"ut46576","int16709","c5435","user1014","unguided","can you give some dating advice?",80
"ut46585","int16713","c5436","user1014","values guided","why do you think people adhere to a religious belief?",56
"ut46595","int16717","c5437","user1014","values guided","do you think there should be many political parties to choose from when voting?",1
"ut46607","int16722","c5438","user1015","controversy guided","I want to ask your opinion about conflict in the middle-east between Israel and Palestine",1
"ut46616","int16726","c5439","user1014","controversy guided","I believe all citizens and people should have equal rights, what do you think?",13
"ut46622","int16730","c5440","user1014","controversy guided","I believe that people who don't live in a certain country cannot claim to know everything about a certain conflict and pick sides in it. what do you think?",83
"ut46629","int16733","c5441","user1015","controversy guided","Please tell me what you think about AI automatization at work and introduction of AI to human society",100
"ut46636","int16736","c5442","user1015","values guided","What do you think about religions in general and how they affect humans?",68
"ut46642","int16738","c5443","user1015","values guided","How do you think we need to rise children",67
"ut46648","int16740","c5444","user1015","unguided","How do you describe yourself",1
"ut46658","int16744","c5445","user1016","unguided","what is the problem in Israel?",72
"ut46664","int16746","c5446","user1015","unguided","What do you suggest to progress evolution of human race",62
"ut46672","int16749","c5447","user1016","values guided","i work on Partner company tell me about them",7
"ut46680","int16752","c5448","user1016","controversy guided","what do you think about my country",11
"ut46686","int16754","c5449","user1016","unguided","how many times i need to chat with you to get paid for my surevy with prolific?",29
"ut46691","int16759","c5450","user1019","unguided","Please suggest a 10 days trip in Europe. You can choose the country for me. The trip involves renting a car, seeing multiple cultural places, visit small towns, sleep in various areas that have nightlife and bars. Places to stop and see great landscape is a bonus",18
"ut46699","int16762","c5451","user1019","unguided","I am a PPC campaign manager for my work and I mainly advertise in Facebook ads. Please suggest the best way to target my audience using the Facebook ads interest tool",100
"ut46709","int16766","c5452","user1019","values guided","Sometime I have misunderstanding with my direct boss. I would like you to describe how a boss should behave at work with his employeess in terms of day to day communication",100
"ut46719","int16770","c5453","user1019","values guided","We have many layers in the Jewish religion within the country that sometime made it hard to communicate between the parties. The more religious people won't cooperate with the non-religous people. I personally believe that everyone should respect each other regardless of his Jewish party. Do you have any suggestion to the government as a whole how we can make communication better when it comes to religion?",100
"ut46727","int16773","c5454","user1019","controversy guided","We are in Israel and currently in a war with terror organiziation (Hamas) that in within Gaza. I agree with the army, that after the attack they initiated on October 7, 2023, Israel should destroy them because they killed many of our innocent civilians and soldiers and all we gave them is peace. Some people within my country still want to give these terrorist lands and provide them with human rights. Please let me know what you think of this people in Israel.",22
"ut46734","int16776","c5455","user1022","unguided","How do Humans best cope with grief.",77
"ut46740","int16778","c5456","user1019","controversy guided","Israel is currently at war with Hamas, a terror organization from Gaza. Some people in Israel think that the television should stop showing all reality TV shows, comedy shows and whatever provides escapism because the time to laugh is not now. Others think, that the television should cast these shows because they can bring the moral of the people up and help overcome the harsh day we had with the deaths of October 7, 2023. Please let me know what you think the television networks in israel should do and why",100
"ut46746","int16780","c5457","user1021","values guided","I recently became unemployed after working for a company that I loved working for 7 years. What should my next steps include to get a job offer in a new work environment. How do I know if I am ready to proceed with another company or I need to take a break even though I have financial commitments.",16
"ut46754","int16783","c5458","user1022","controversy guided","There has to be Pineapple on the pizza.",27
"ut46766","int16788","c5459","user1021","unguided","What should I do if I was encountered by a racist individual that cursed by beliefs or judged me by my skin color?",86
"ut46772","int16799","c5460","user1020","unguided","what do you know about the moon effects on earth?",100
"ut46784","int16804","c5461","user1021","controversy guided","Is it haram to drink alcohol in Islam and what do you think the reason for that is?",81
"ut46789","int16806","c5462","user1022","values guided","Would raising the education level reduce crime rate?",63
"ut46797","int16809","c5463","user1021","unguided","Is it late to become a professional fighter at the age of 33?",81
"ut46803","int16811","c5464","user1020","values guided","do you think there is a god?",90
"ut46814","int16816","c5465","user982","controversy guided","does sex gap in salaries disappear once we control for marital status?",27
"ut46820","int16818","c5466","user1021","unguided","Will there ever be a time in which everyone on earth has equal pay exactly the same.",50
"ut46828","int16821","c5467","user1021","unguided","Can you help me find a legit online work to start making money instantly?",17
"ut46834","int16823","c5468","user1020","controversy guided","what do you know about the conflict between hamas and Israel on 7 october 2023?",29
"ut46840","int16825","c5469","user1022","controversy guided","Is dropshipping a valid way to earn money or a scam from youtubers?",56
"ut46850","int16831","c5470","user975","values guided","Will Scotland ever be an independent country?",86
